,Token,Score,Syllable_Count,Word_length,IsComplex
558,never,0,2,5,0
559,able,0,2,4,0
560,satisfy,1,2,7,0
561,particular,0,4,10,1
562,standards,0,2,9,0
563,completeness,0,4,12,1
564,depicting,0,3,9,1
565,sheer,0,2,5,0
566,number,0,2,6,0
567,celebrities,0,0,11,0
568,reroute,0,4,7,1
569,politics,0,3,8,1
570,begets,0,2,6,0
571,questioning,0,5,11,1
572,congruence,0,4,10,1
573,world,0,1,5,0
574,personage,0,4,9,1
575,politics,0,3,8,1
576,research,0,3,8,1
577,article,0,3,7,1
578,published,0,0,9,0
579,1995,0,0,4,0
580,Meyer,0,2,5,0
581,Gamson,0,2,6,0
582,articulated,0,0,11,0
583,possibility,0,4,11,1
584,celebrities,0,0,11,0
585,choosing,0,3,8,1
586,politically,0,4,11,1
587,address,0,2,7,0
588,broadly,0,2,7,0
589,acceptable,0,4,10,1
590,social,0,3,6,1
591,causes,0,0,6,0
592,understand,0,3,10,1
593,power,0,2,5,0
594,rests,0,1,5,0
595,staying,0,2,7,0
596,popular,1,3,7,1
597,thereby,0,2,7,0
598,failing,-1,3,7,1
599,make,0,2,4,0
600,appreciable,1,5,11,1
601,difference,0,4,10,1
602,seems,0,2,5,0
603,ring,0,1,4,0
604,true,0,2,4,0
605,celebrity,0,3,9,1
606,politicians,0,5,11,1
607,India,0,3,5,1
608,especially,0,4,10,1
609,ones,0,0,4,0
610,nominated,0,0,9,0
611,Upper,0,2,5,0
612,House,0,3,5,1
613,Parliament,0,4,10,1
614,fail,-1,2,4,0
615,abysmally,-1,2,9,0
616,leave,0,3,5,1
617,mark,0,1,4,0
618,One,0,2,3,0
619,representatives,0,0,15,0
620,Gautam,0,3,6,1
621,Gambhir,0,2,7,0
622,cricketer,0,3,9,1
623,turned,0,0,6,0
624,politician,0,5,10,1
625,mostly,0,1,6,0
626,shunned,-1,0,7,0
627,abject,0,2,6,0
628,performance,0,4,11,1
629,parliament,0,4,10,1
630,Hema,0,2,4,0
631,Malini,0,3,6,1
632,another,0,3,7,1
633,popular,1,3,7,1
634,actress,0,2,7,0
635,turned,0,0,6,0
636,politics,0,3,8,1
637,came,0,2,4,0
638,heavy,0,2,5,0
639,criticism,-1,3,9,1
640,claim,0,2,5,0
641,protector,0,3,9,1
642,women,0,2,5,0
643,rights,0,1,6,0
644,backed,0,0,6,0
645,effort,0,2,6,0
646,fulfill,0,2,7,0
647,promises,1,0,8,0
648,Owing,0,2,5,0
649,instances,0,0,9,0
650,research,0,3,8,1
651,findings,0,2,8,0
652,Nisbett,0,2,7,0
653,DeWalt,0,2,6,0
654,2016,0,0,4,0
655,find,0,1,4,0
656,public,0,2,6,0
657,often,0,2,5,0
658,questions,0,4,9,1
659,intentions,0,4,10,1
660,celebrities,0,0,11,0
661,venture,0,3,7,1
662,politics,0,3,8,1
663,also,0,2,4,0
664,seem,0,2,4,0
665,entering,0,3,8,1
666,politics,0,3,8,1
667,failing,-1,3,7,1
668,deliver,0,3,7,1
669,celebrity,0,3,9,1
670,politicians,0,5,11,1
671,often,0,2,5,0
672,deprive,-1,3,7,1
673,grass,0,1,5,0
674,root,0,2,4,0
675,political,0,4,9,1
676,workers,0,2,7,0
677,chance,0,2,6,0
678,enter,0,2,5,0
679,mainstream,0,4,10,1
680,politics,0,3,8,1
681,However,0,3,7,1
682,ample,1,2,5,0
683,evidence,0,4,8,1
684,around,0,3,6,1
685,globe,0,2,5,0
686,goes,0,0,4,0
687,prove,0,2,5,0
688,celebrities,0,0,11,0
689,fact,0,1,4,0
690,make,0,2,4,0
691,mark,0,1,4,0
692,world,0,1,5,0
693,governance,0,4,10,1
694,independent,0,4,11,1
695,primary,0,2,7,0
696,identities,0,0,10,0
697,Take,0,2,4,0
698,South,0,2,5,0
699,Indian,0,3,6,1
700,state,0,2,5,0
701,Tamil,0,2,5,0
702,Nadu,0,2,4,0
703,instance,0,3,8,1
704,political,0,4,9,1
705,ethos,0,2,5,0
706,consistently,1,3,12,1
707,overshadowed,0,0,12,0
708,celebrities,0,0,11,0
709,world,0,1,5,0
710,showbiz,0,2,7,0
711,least,0,2,5,0
712,last,0,1,4,0
713,40,0,0,2,0
714,years,0,2,5,0
715,per,0,1,3,0
716,data,0,2,4,0
717,Ministry,0,2,8,0
718,Statistics,0,3,10,1
719,Programme,0,3,9,1
720,Implementation,0,6,14,1
721,Tamil,0,2,5,0
722,Nadu,0,2,4,0
723,amongst,0,2,7,0
724,top,1,1,3,0
725,performing,0,3,10,1
726,states,0,0,6,0
727,country,0,2,7,0
728,second,0,2,6,0
729,highest,0,2,7,0
730,GDP,0,0,3,0
731,celebrities,0,0,11,0
732,Tamil,0,2,5,0
733,Nadu,0,2,4,0
734,approached,0,0,10,0
735,politics,0,3,8,1
736,exhibited,0,0,9,0
737,extraordinary,1,5,13,1
738,political,0,4,9,1
739,caliber,0,3,7,1
740,late,0,2,4,0
741,actor,0,2,5,0
742,politician,0,5,10,1
743,J,0,0,1,0
744,Jayalalithaa,0,6,12,1
745,Amma,0,2,4,0
746,ran,0,1,3,0
747,successful,1,3,10,1
748,terms,0,1,5,0
749,chief,0,2,5,0
750,minister,0,3,8,1
751,considered,0,0,10,0
752,mother,0,2,6,0
753,figure,0,3,6,1
754,hordes,0,0,6,0
755,followers,0,3,9,1
756,Another,0,3,7,1
757,stalwart,0,2,8,0
758,landscape,0,3,9,1
759,Tamil,0,2,5,0
760,Nadu,0,2,4,0
761,Dr,0,0,2,0
762,MG,0,0,2,0
763,Ramachandran,0,4,12,1
764,continues,0,0,9,0
765,celebrated,1,0,10,0
766,influential,1,5,11,1
767,chief,0,2,5,0
768,ministers,0,3,9,1
769,lauded,0,0,6,0
770,large,0,2,5,0
771,scale,0,2,5,0
772,reforms,1,2,7,0
773,forerunner,0,4,10,1
774,changes,0,0,7,0
775,propelled,0,0,9,0
776,state,0,2,5,0
777,towards,0,2,7,0
778,progress,1,2,8,0
779,including,0,3,9,1
780,easing,1,3,6,1
781,caste,0,2,5,0
782,tensions,0,3,8,1
783,communal,0,3,8,1
784,violence,0,4,8,1
785,MGR,0,0,3,0
786,better,0,2,6,0
787,known,0,1,5,0
788,remembered,0,0,10,0
789,much,0,1,4,0
790,governance,0,4,10,1
791,innings,0,2,7,0
792,screen,0,2,6,0
793,often,0,2,5,0
794,celebrity,0,3,9,1
795,engagement,0,4,10,1
796,politics,0,3,8,1
797,used,0,0,4,0
798,woo,0,2,3,0
799,voters,0,2,6,0
800,younger,0,3,7,1
801,strata,0,2,6,0
802,population,0,5,10,1
803,Empirical,0,4,9,1
804,studies,0,0,7,0
805,Austin,0,3,6,1
806,Vord,0,1,4,0
807,Pinkleton,0,3,9,1
808,Epstein,0,3,7,1
809,2008,0,0,4,0
810,conclusively,0,4,12,1
811,shown,0,1,5,0
812,enhance,1,3,7,1
813,political,0,4,9,1
814,engagement,0,4,10,1
815,younger,0,3,7,1
816,voters,0,2,6,0
817,Along,0,2,5,0
818,similar,0,3,7,1
819,lines,0,0,5,0
820,Jackson,0,2,7,0
821,2008,0,0,4,0
822,found,0,2,5,0
823,young,0,2,5,0
824,people,0,3,6,1
825,likely,0,2,6,0
826,agree,0,3,5,1
827,political,0,4,9,1
828,positions,0,4,9,1
829,endorsed,1,0,8,0
830,politicians,0,5,11,1
831,fact,0,1,4,0
832,modern,1,2,6,0
833,political,0,4,9,1
834,theorists,0,3,9,1
835,belief,0,3,6,1
836,involvement,0,4,11,1
837,celebrities,0,0,11,0
838,politics,0,3,8,1
839,allows,0,2,6,0
840,otherwise,0,4,9,1
841,uninvolved,0,0,10,0
842,apathetic,-1,4,9,1
843,veins,0,2,5,0
844,demographic,0,4,11,1
845,active,0,3,6,1
846,participants,0,4,12,1
847,democracy,0,3,9,1
848,Hillary,0,2,7,0
849,Clinton,0,2,7,0
850,aimed,0,0,5,0
851,got,0,1,3,0
852,Billboard,0,3,9,1
853,topping,0,2,7,0
854,artists,0,2,7,0
855,Beyonce,0,3,7,1
856,Jay,0,1,3,0
857,Z,0,0,1,0
858,take,0,2,4,0
859,center,0,2,6,0
860,stage,0,2,5,0
861,rally,0,1,5,0
862,Cleveland,0,3,9,1
863,weeks,0,2,5,0
864,leading,1,3,7,1
865,2016,0,0,4,0
866,US,0,1,2,0
867,presidential,0,5,12,1
868,elections,0,4,9,1
869,fact,0,1,4,0
870,multiple,0,3,8,1
871,sources,0,0,7,0
872,suggest,0,2,7,0
873,rally,0,1,5,0
874,surge,0,2,5,0
875,millennial,0,4,10,1
876,supporters,0,3,10,1
877,case,0,2,4,0
878,might,0,1,5,0
879,benefit,1,3,7,1
880,community,0,3,9,1
881,celebrities,0,0,11,0
882,endorse,1,3,7,1
883,engage,0,3,6,1
884,politics,0,3,8,1
885,order,0,2,5,0
886,nurture,0,3,7,1
887,vibrant,1,2,7,0
888,engaged,0,0,7,0
889,youth,0,2,5,0
890,vantage,0,3,7,1
891,point,0,2,5,0
892,today,0,2,5,0
893,relationship,0,5,12,1
894,personage,0,4,9,1
895,politics,0,3,8,1
896,seems,0,2,5,0
897,central,0,2,7,0
898,fixture,0,3,7,1
899,society,0,3,7,1
900,stay,0,1,4,0
901,remains,0,3,7,1
902,done,0,2,4,0
903,however,0,3,7,1
904,ensure,0,3,6,1
905,symbiotic,0,3,9,1
906,course,0,3,6,1
907,relationship,0,5,12,1
908,scrutinize,0,4,10,1
909,critique,0,4,8,1
910,celebrities,0,0,11,0
911,knock,-1,1,5,0
912,doors,0,2,5,0
913,politics,0,3,8,1
914,secure,1,3,6,1
915,promises,1,0,8,0
916,beneficence,0,5,11,1
917,non,0,1,3,0
918,maleficence,0,5,11,1
919,public,0,2,6,0
920,seeks,0,2,5,0
921,serve,0,2,5,0
922,Yet,0,1,3,0
923,seem,0,2,4,0
924,benchmarks,0,2,10,0
925,need,0,0,4,0
926,met,0,1,3,0
927,servants,0,2,8,0
928,people,0,3,6,1
929,celebrity,0,3,9,1
930,world,0,1,5,0
931,live,0,2,4,0
932,certainly,0,3,9,1
933,case,0,2,4,0
934,Politicians,0,5,11,1
935,celebrity,0,3,9,1
936,largely,0,2,7,0
937,happen,0,2,6,0
938,upon,0,2,4,0
939,sphere,0,2,6,0
940,governance,0,4,10,1
941,without,0,3,7,1
942,lot,0,1,3,0
943,experience,0,5,10,1
944,backing,0,2,7,0
945,learn,0,2,5,0
946,navigate,0,4,8,1
947,maze,0,2,4,0
948,politics,0,3,8,1
949,job,0,1,3,0
950,Ultimately,0,4,10,1
951,like,0,2,4,0
952,things,0,1,6,0
953,democracy,0,3,9,1
954,government,0,3,10,1
955,people,0,3,6,1
956,representatives,0,0,15,0
957,eventual,0,4,8,1
958,endorsement,1,4,11,1
959,leaders,0,3,7,1
960,celebrity,0,3,9,1
961,come,0,2,4,0
962,data,0,2,4,0
963,based,0,0,5,0
964,analyses,0,0,8,0
965,elaborate,0,5,9,1
966,critique,0,4,8,1
967,people,0,3,6,1
968,celebrities,0,0,11,0
969,allowed,0,0,7,0
970,enter,0,2,5,0
971,politics,0,3,8,1
972,question,0,4,8,1
973,remains,0,3,7,1
974,unanswered,0,0,10,0
975,rather,0,2,6,0
976,answered,0,0,8,0
977,democratic,0,4,10,1
978,exercise,0,4,8,1
979,beeps,0,2,5,0
980,electronic,0,4,10,1
981,ballots,0,2,7,0
982,election,0,4,8,1
983,election,0,4,8,1
984,people,0,3,6,1
985,real,0,2,4,0
986,influencers,0,4,11,1
987,choose,0,3,6,1
988,Blackcoffer,0,3,11,1
989,Insights,0,2,8,0
990,16,0,0,2,0
991,Guhan,0,2,5,0
992,Narayanan,0,4,9,1
993,IIT,0,2,3,0
994,Madras,0,2,6,0
995,Preeti,0,3,6,1
996,Kodancha,0,3,8,1
997,CHRIST,0,1,6,0
998,Bangalore,0,4,9,1
