,Token,Score,Syllable_Count,Word_length,IsComplex
345,considered,0,0,10,0
346,human,0,2,5,0
347,right,0,1,5,0
348,Many,0,1,4,0
349,people,0,3,6,1
350,world,0,1,5,0
351,unable,-1,3,6,1
352,get,0,1,3,0
353,online,0,3,6,1
354,particularly,0,4,12,1
355,people,0,3,6,1
356,live,0,2,4,0
357,developing,0,4,10,1
358,countries,0,0,9,0
359,lack,-1,1,4,0
360,meaningful,1,4,10,1
361,ways,0,1,4,0
362,influence,0,4,9,1
363,global,0,2,6,0
364,players,0,2,7,0
365,shaping,0,2,7,0
366,everyday,0,3,8,1
367,lives,0,0,5,0
368,addition,0,4,8,1
369,times,0,0,5,0
370,like,0,2,4,0
371,especially,0,4,10,1
372,important,1,3,9,1
373,able,0,2,4,0
374,contact,0,2,7,0
375,family,0,2,6,0
376,friends,0,2,7,0
377,work,1,1,4,0
378,home,0,2,4,0
379,necessary,0,3,9,1
380,Internet,0,3,8,1
381,6,0,0,1,0
382,doctors,0,2,7,0
383,researchers,0,4,11,1
384,need,0,0,4,0
385,paid,0,2,4,0
386,better,0,2,6,0
387,scary,-1,1,5,0
388,time,0,2,4,0
389,taught,0,2,6,0
390,us,0,1,2,0
391,anything,0,2,8,0
392,doctors,0,2,7,0
393,researchers,0,4,11,1
394,ones,0,0,4,0
395,get,0,1,3,0
396,us,0,1,2,0
397,mess,-1,1,4,0
398,doctors,0,2,7,0
399,researchers,0,4,11,1
400,ones,0,0,4,0
401,working,0,2,7,0
402,day,0,1,3,0
403,night,0,1,5,0
404,drive,0,2,5,0
405,recovery,1,3,8,1
406,world,0,1,5,0
407,moment,0,2,6,0
408,hundreds,0,2,8,0
409,scientists,0,3,10,1
410,scramble,-1,2,8,0
411,find,0,1,4,0
412,coronavirus,0,5,11,1
413,treatment,0,3,9,1
414,high,0,1,4,0
415,time,0,2,4,0
416,us,0,1,2,0
417,need,0,0,4,0
418,evaluate,0,5,8,1
419,much,0,1,4,0
420,money,0,2,5,0
421,Hollywood,0,3,9,1
422,actors,0,2,6,0
423,pro,0,1,3,0
424,athletes,0,0,8,0
425,politicians,0,5,11,1
426,make,0,2,4,0
427,instead,0,3,7,1
428,pay,0,1,3,0
429,scientist,0,3,9,1
430,doctors,0,2,7,0
431,salary,0,2,6,0
432,deserve,0,3,7,1
433,7,0,0,1,0
434,Everyone,0,4,8,1
435,know,0,1,4,0
436,cook,0,2,4,0
437,situation,0,5,9,1
438,forced,0,0,6,0
439,everyone,0,4,8,1
440,stay,0,1,4,0
441,home,0,2,4,0
442,forced,0,0,6,0
443,people,0,3,6,1
444,learn,0,2,5,0
445,learn,0,2,5,0
446,ignite,0,3,6,1
447,love,0,2,4,0
448,cooking,0,3,7,1
449,Learning,0,3,8,1
450,cook,0,2,4,0
451,important,1,3,9,1
452,skills,0,1,6,0
453,life,0,2,4,0
454,depend,0,2,6,0
455,teaches,0,0,7,0
456,self,0,1,4,0
457,sustainability,1,6,14,1
458,save,0,2,4,0
459,lot,0,1,3,0
460,money,0,2,5,0
461,days,0,1,4,0
462,hundreds,0,2,8,0
463,people,0,3,6,1
464,sharing,0,2,7,0
465,social,0,3,6,1
466,media,0,3,5,1
467,posts,0,1,5,0
468,delicious,1,5,9,1
469,meals,0,2,5,0
470,discovering,0,4,11,1
471,wonders,1,2,7,0
472,eating,0,3,6,1
473,8,0,0,1,0
474,importance,0,4,10,1
475,talking,0,2,7,0
476,friends,0,2,7,0
477,every,0,2,5,0
478,day,0,1,3,0
479,go,0,1,2,0
480,keep,0,2,4,0
481,busy,0,1,4,0
482,combat,0,2,6,0
483,loneliness,-1,4,10,1
484,regular,0,3,7,1
485,contact,0,2,7,0
486,friends,0,2,7,0
487,family,0,2,6,0
488,chatting,0,2,8,0
489,phone,0,2,5,0
490,video,0,3,5,1
491,chatting,0,2,8,0
492,time,0,2,4,0
493,long,0,1,4,0
494,talks,0,1,5,0
495,deep,0,2,4,0
496,conversations,0,5,13,1
497,forget,0,2,6,0
498,human,0,2,5,0
499,connection,0,4,10,1
500,crucial,0,3,7,1
501,times,0,0,5,0
502,Call,0,1,4,0
503,grandma,0,2,7,0
504,9,0,0,1,0
505,Learn,0,2,5,0
506,appreciate,0,5,10,1
507,nature,0,3,6,1
508,live,0,2,4,0
509,near,0,2,4,0
510,spacious,1,4,8,1
511,outdoor,0,4,7,1
512,area,0,3,4,1
513,like,0,2,4,0
514,desert,-1,2,6,0
515,empty,0,1,5,0
516,road,0,2,4,0
517,lined,0,0,5,0
518,trees,0,0,5,0
519,realize,0,4,7,1
520,safe,1,2,4,0
521,surface,0,3,7,1
522,less,0,1,4,0
523,space,0,2,5,0
524,take,0,2,4,0
525,walk,0,1,4,0
526,start,0,1,5,0
527,realize,0,4,7,1
528,beautiful,1,5,9,1
529,nature,0,3,6,1
530,actually,0,3,8,1
531,point,0,2,5,0
532,remain,0,3,6,1
533,indoors,0,3,7,1
534,avoid,0,3,5,1
535,close,0,2,5,0
536,contact,0,2,7,0
537,others,0,2,6,0
538,leave,0,3,5,1
539,home,0,2,4,0
540,whether,0,2,7,0
541,walk,0,1,4,0
542,desert,-1,2,6,0
543,run,0,1,3,0
544,street,0,2,6,0
545,make,0,2,4,0
546,sure,0,2,4,0
547,wipe,0,2,4,0
548,surfaces,0,0,8,0
549,come,0,2,4,0
550,contact,0,2,7,0
551,time,0,2,4,0
552,also,0,2,4,0
553,avoid,0,3,5,1
554,touching,0,3,8,1
555,face,0,2,4,0
556,frequently,0,3,10,1
557,wash,0,1,4,0
558,hands,0,1,5,0
559,10,0,0,2,0
560,Learn,0,2,5,0
561,content,0,2,7,0
562,alone,0,3,5,1
563,hard,-1,1,4,0
564,people,0,3,6,1
565,nothing,0,2,7,0
566,alone,0,3,5,1
567,especially,0,4,10,1
568,extroverts,0,3,10,1
569,exhausting,0,4,10,1
570,lonely,-1,2,6,0
571,Social,0,3,6,1
572,distancing,0,3,10,1
573,difficult,-1,3,9,1
574,also,0,2,4,0
575,teach,0,2,5,0
576,lot,0,1,3,0
577,learn,0,2,5,0
578,keep,0,2,4,0
579,busy,0,1,4,0
580,body,0,1,4,0
581,mind,0,1,4,0
582,home,0,2,4,0
583,learn,0,2,5,0
584,love,0,2,4,0
585,live,0,2,4,0
586,Conclusion,0,4,10,1
587,rightly,1,1,7,0
588,said,0,2,4,0
589,important,1,3,9,1
590,learn,0,2,5,0
591,past,0,1,4,0
592,deadly,-1,2,6,0
593,Coronavirus,0,5,11,1
594,disease,0,4,7,1
595,taking,0,2,6,0
596,lives,0,0,5,0
597,people,0,3,6,1
598,across,0,2,6,0
599,world,0,1,5,0
600,taught,0,2,6,0
601,life,0,2,4,0
602,lessons,0,2,7,0
603,people,0,3,6,1
604,living,0,2,6,0
605,lessons,0,2,7,0
606,meant,0,2,5,0
607,forgotten,0,3,9,1
608,remembered,0,0,10,0
609,human,0,2,5,0
610,beings,0,2,6,0
611,order,0,2,5,0
612,make,0,2,4,0
613,Earth,0,2,5,0
614,beautiful,1,5,9,1
615,place,0,2,5,0
616,live,0,2,4,0
617,Lastly,0,1,6,0
618,would,0,2,5,0
619,like,0,2,4,0
620,conclude,0,3,8,1
621,mentioning,0,4,10,1
622,Stay,0,1,4,0
623,Home,0,2,4,0
624,Stay,0,1,4,0
625,Safe,1,2,4,0
626,Save,0,2,4,0
627,Lives,0,0,5,0
628,Blackcoffer,0,3,11,1
629,Insights,0,2,8,0
630,17,0,0,2,0
631,Snehasish,0,3,9,1
632,Ghosh,0,1,5,0
633,Darrang,0,2,7,0
634,College,0,3,7,1
635,Assam,0,2,5,0
